season,date,home,away,hscore,ascore
2016,2-Dec-16,Sale Sharks,Exeter Chiefs,3,21
2016,3-Dec-16,Bath,Saracens,14,11
2016,3-Dec-16,Gloucester,Bristol,26,18
2016,3-Dec-16,Leicester Tigers,Northampton Saints,19,11
2016,4-Dec-16,Newcastle Falcons,Harlequins,38,32
2016,4-Dec-16,Worcester Warriors,Wasps,12,26
2016,23-Dec-16,Northampton Saints,Sale Sharks,24,5
2016,24-Dec-16,Saracens,Newcastle Falcons,21,6
2016,24-Dec-16,Wasps,Bath,40,26
2016,24-Dec-16,Exeter Chiefs,Leicester Tigers,31,10
2016,26-Dec-16,Bristol,Worcester Warriors,28,20
2016,27-Dec-16,Harlequins,Gloucester,28,24
2016,30-Dec-16,Newcastle Falcons,Wasps,30,34
2016,31-Dec-16,Bath,Exeter Chiefs,11,17
2016,1-Jan-17,Sale Sharks,Bristol,23,24
2016,1-Jan-17,Gloucester,Northampton Saints,12,13
2016,1-Jan-17,Leicester Tigers,Saracens,12,16
2016,1-Jan-17,Worcester Warriors,Harlequins,24,17
2016,6-Jan-17,Newcastle Falcons,Bath,24,22
2016,7-Jan-17,Saracens,Exeter Chiefs,13,13
2016,7-Jan-17,Northampton Saints,Bristol,32,26
2016,7-Jan-17,Harlequins,Sale Sharks,29,26
2016,7-Jan-17,Gloucester,Worcester Warriors,55,19
2016,8-Jan-17,Wasps,Leicester Tigers,22,16
2016,10-Feb-17,Bath,Northampton Saints,32,30
2016,10-Feb-17,Bristol,Harlequins,8,42
2016,10-Feb-17,Sale Sharks,Newcastle Falcons,26,24
2016,11-Feb-17,Leicester Tigers,Gloucester,34,9
2016,11-Feb-17,Worcester Warriors,Saracens,24,18
2016,12-Feb-17,Exeter Chiefs,Wasps,35,35
2016,17-Feb-17,Gloucester,Saracens,31,23
2016,18-Feb-17,Bath,Harlequins,22,12
2016,18-Feb-17,Leicester Tigers,Bristol,50,17
2016,18-Feb-17,Worcester Warriors,Exeter Chiefs,32,48
2016,19-Feb-17,Newcastle Falcons,Northampton Saints,46,31
2016,19-Feb-17,Sale Sharks,Wasps,34,28
2016,24-Feb-17,Harlequins,Leicester Tigers,18,27
2016,25-Feb-17,Saracens,Sale Sharks,29,18
2016,25-Feb-17,Exeter Chiefs,Newcastle Falcons,36,14
2016,25-Feb-17,Northampton Saints,Worcester Warriors,24,14
2016,26-Feb-17,Bristol,Bath,12,11
2016,26-Feb-17,Wasps,Gloucester,35,22
2016,3-Mar-17,Leicester Tigers,Exeter Chiefs,15,34
2016,3-Mar-17,Sale Sharks,Northampton Saints,12,32
2016,4-Mar-17,Bath,Wasps,3,24
2016,4-Mar-17,Gloucester,Harlequins,27,30
2016,5-Mar-17,Newcastle Falcons,Saracens,27,35
2016,5-Mar-17,Worcester Warriors,Bristol,41,24
2016,24-Mar-17,Bristol,Gloucester,14,32
2016,25-Mar-17,Exeter Chiefs,Sale Sharks,30,25
2016,25-Mar-17,Harlequins,Newcastle Falcons,53,17
2016,25-Mar-17,Northampton Saints,Leicester Tigers,31,36
2016,26-Mar-17,Wasps,Worcester Warriors,40,33
2016,26-Mar-17,Saracens,Bath,53,10
2016,7-Apr-17,Sale Sharks,Worcester Warriors,36,26
2016,7-Apr-17,Newcastle Falcons,Gloucester,16,14
2016,8-Apr-17,Bath,Leicester Tigers,27,21
2016,8-Apr-17,Exeter Chiefs,Bristol,38,34
2016,8-Apr-17,Saracens,Harlequins,40,19
2016,9-Apr-17,Wasps,Northampton Saints,32,30
2016,14-Apr-17,Harlequins,Exeter Chiefs,26,39
2016,15-Apr-17,Gloucester,Sale Sharks,39,30
2016,15-Apr-17,Leicester Tigers,Newcastle Falcons,30,3
2016,15-Apr-17,Worcester Warriors,Bath,25,19
2016,16-Apr-17,Bristol,Wasps,21,36
2016,16-Apr-17,Northampton Saints,Saracens,25,27
2016,28-Apr-17,Harlequins,Wasps,32,13
2016,28-Apr-17,Newcastle Falcons,Worcester Warriors,16,14
2016,29-Apr-17,Exeter Chiefs,Northampton Saints,36,12
2016,29-Apr-17,Leicester Tigers,Sale Sharks,41,18
2016,29-Apr-17,Saracens,Bristol,27,9
2016,30-Apr-17,Bath,Gloucester,44,20
2016,6-May-17,Bristol,Newcastle Falcons,27,39
2016,6-May-17,Gloucester,Exeter Chiefs,20,34
2016,6-May-17,Northampton Saints,Harlequins,22,20
2016,6-May-17,Sale Sharks,Bath,27,24
2016,6-May-17,Wasps,Saracens,35,15
2016,6-May-17,Worcester Warriors,Leicester Tigers,23,28
2016,20-May-17,Exeter Chiefs,Saracens,18,16
2016,20-May-17,Wasps,Leicester Tigers,21,20
2016,27-May-17,Wasps,Exeter Chiefs,20,23
2017,1-Sep-17,Gloucester,Exeter Chiefs,28,21
2017,1-Sep-17,Newcastle Falcons,Worcester Warriors,35,8
2017,2-Sep-17,Saracens,Northampton Saints,55,24
2017,2-Sep-17,Wasps,Sale Sharks,50,35
2017,2-Sep-17,London Irish,Harlequins,39,29
2017,3-Sep-17,Leicester Tigers,Bath,23,27
2017,8-Sep-17,Sale Sharks,Newcastle Falcons,12,13
2017,9-Sep-17,Bath,Saracens,31,21
2017,9-Sep-17,Exeter Chiefs,London Irish,37,7
2017,9-Sep-17,Harlequins,Gloucester,28,17
2017,9-Sep-17,Northampton Saints,Leicester Tigers,24,11
2017,10-Sep-17,Worcester Warriors,Wasps,10,24
2017,15-Sep-17,Northampton Saints,Bath,24,6
2017,15-Sep-17,Worcester Warriors,Exeter Chiefs,10,41
2017,15-Sep-17,Sale Sharks,London Irish,36,7
2017,16-Sep-17,Leicester Tigers,Gloucester,24,10
2017,16-Sep-17,Newcastle Falcons,Saracens,7,29
2017,17-Sep-17,Wasps,Harlequins,21,24
2017,22-Sep-17,Gloucester,Worcester Warriors,24,19
2017,23-Sep-17,Bath,Newcastle Falcons,32,33
2017,23-Sep-17,Harlequins,Leicester Tigers,28,31
2017,23-Sep-17,Saracens,Sale Sharks,41,13
2017,24-Sep-17,Exeter Chiefs,Wasps,31,17
2017,24-Sep-17,London Irish,Northampton Saints,25,40
2017,29-Sep-17,Newcastle Falcons,London Irish,29,17
2017,29-Sep-17,Worcester Warriors,Saracens,3,25
2017,29-Sep-17,Sale Sharks,Gloucester,57,10
2017,30-Sep-17,Leicester Tigers,Exeter Chiefs,20,13
2017,30-Sep-17,Northampton Saints,Harlequins,30,22
2017,1-Oct-17,Wasps,Bath,9,25
2017,6-Oct-17,Harlequins,Sale Sharks,42,26
2017,7-Oct-17,Bath,Worcester Warriors,29,13
2017,7-Oct-17,Exeter Chiefs,Newcastle Falcons,34,24
2017,7-Oct-17,Gloucester,Northampton Saints,29,24
2017,7-Oct-17,London Irish,Leicester Tigers,27,28
2017,8-Oct-17,Saracens,Wasps,38,19
2017,27-Oct-17,Sale Sharks,Exeter Chiefs,6,10
2017,28-Oct-17,Northampton Saints,Wasps,22,38
2017,28-Oct-17,Harlequins,Worcester Warriors,41,35
2017,28-Oct-17,Saracens,London Irish,44,13
2017,29-Oct-17,Newcastle Falcons,Leicester Tigers,13,30
2017,29-Oct-17,Bath,Gloucester,21,22
2017,17-Nov-17,Gloucester,Saracens,23,17
2017,18-Nov-17,Worcester Warriors,Northampton Saints,30,15
2017,18-Nov-17,Wasps,Newcastle Falcons,40,10
2017,19-Nov-17,Exeter Chiefs,Harlequins,31,17
2017,19-Nov-17,Leicester Tigers,Sale Sharks,35,27
2017,19-Nov-17,London Irish,Bath,18,22
2017,24-Nov-17,Newcastle Falcons,Gloucester,7,29
2017,25-Nov-17,Bath,Harlequins,38,14
2017,25-Nov-17,Leicester Tigers,Worcester Warriors,27,31
2017,25-Nov-17,Sale Sharks,Northampton Saints,18,15
2017,26-Nov-17,London Irish,Wasps,13,17
2017,26-Nov-17,Saracens,Exeter Chiefs,18,20
2017,1-Dec-17,Northampton Saints,Newcastle Falcons,22,24
2017,1-Dec-17,Worcester Warriors,Sale Sharks,14,18
2017,2-Dec-17,Exeter Chiefs,Bath,42,29
2017,2-Dec-17,Gloucester,London Irish,39,15
2017,2-Dec-17,Wasps,Leicester Tigers,32,25
2017,3-Dec-17,Harlequins,Saracens,20,19
2017,22-Dec-17,Worcester Warriors,London Irish,23,8
2017,23-Dec-17,Newcastle Falcons,Harlequins,11,10
2017,23-Dec-17,Northampton Saints,Exeter Chiefs,14,35
2017,23-Dec-17,Sale Sharks,Bath,32,9
2017,23-Dec-17,Wasps,Gloucester,49,24
2017,24-Dec-17,Leicester Tigers,Saracens,17,29
2017,29-Dec-17,Bath,Wasps,26,31
2017,30-Dec-17,Gloucester,Sale Sharks,20,16
2017,30-Dec-17,London Irish,Newcastle Falcons,15,20
2017,30-Dec-17,Saracens,Worcester Warriors,46,31
2017,30-Dec-17,Harlequins,Northampton Saints,50,21
2017,31-Dec-17,Exeter Chiefs,Leicester Tigers,30,6
2017,5-Jan-18,Worcester Warriors,Bath,25,46
2017,6-Jan-18,Leicester Tigers,London Irish,19,15
2017,6-Jan-18,Northampton Saints,Gloucester,22,19
2017,6-Jan-18,Sale Sharks,Harlequins,30,29
2017,7-Jan-18,Newcastle Falcons,Exeter Chiefs,28,20
2017,7-Jan-18,Wasps,Saracens,15,38
2017,9-Feb-18,Bath,Northampton Saints,32,19
2017,10-Feb-18,Exeter Chiefs,Worcester Warriors,5,6
2017,10-Feb-18,Gloucester,Leicester Tigers,24,17
2017,10-Feb-18,Saracens,Newcastle Falcons,25,3
2017,10-Feb-18,London Irish,Sale Sharks,9,13
2017,11-Feb-18,Harlequins,Wasps,22,44
2017,16-Feb-18,Newcastle Falcons,Bath,29,12
2017,16-Feb-18,Sale Sharks,Saracens,3,13
2017,17-Feb-18,Leicester Tigers,Harlequins,33,18
2017,17-Feb-18,Northampton Saints,London Irish,25,17
2017,17-Feb-18,Worcester Warriors,Gloucester,25,15
2017,18-Feb-18,Wasps,Exeter Chiefs,13,7
2017,24-Feb-18,Exeter Chiefs,Northampton Saints,31,30
2017,24-Feb-18,Bath,Sale Sharks,33,32
2017,24-Feb-18,Gloucester,Wasps,25,25
2017,24-Feb-18,Harlequins,Newcastle Falcons,10,28
2017,25-Feb-18,London Irish,Worcester Warriors,22,9
2017,25-Feb-18,Saracens,Leicester Tigers,20,28
2017,3-Mar-18,Gloucester,Newcastle Falcons,20,21
2017,3-Mar-18,Northampton Saints,Sale Sharks,25,34
2017,4-Mar-18,Exeter Chiefs,Saracens,24,12
2017,4-Mar-18,Harlequins,Bath,20,5
2017,4-Mar-18,Wasps,London Irish,24,16
2017,4-Mar-18,Worcester Warriors,Leicester Tigers,5,34
2017,23-Mar-18,Bath,Exeter Chiefs,18,20
2017,24-Mar-18,London Irish,Gloucester,29,33
2017,24-Mar-18,Sale Sharks,Worcester Warriors,58,25
2017,24-Mar-18,Saracens,Harlequins,24,11
2017,24-Mar-18,Newcastle Falcons,Northampton Saints,25,22
2017,25-Mar-18,Leicester Tigers,Wasps,16,15
2017,6-Apr-18,Sale Sharks,Wasps,28,27
2017,7-Apr-18,Bath,Leicester Tigers,19,34
2017,7-Apr-18,Northampton Saints,Saracens,13,63
2017,7-Apr-18,Harlequins,London Irish,5,35
2017,7-Apr-18,Worcester Warriors,Newcastle Falcons,27,13
2017,8-Apr-18,Exeter Chiefs,Gloucester,46,10
2017,13-Apr-18,Newcastle Falcons,Sale Sharks,35,30
2017,14-Apr-18,Gloucester,Harlequins,37,9
2017,14-Apr-18,Leicester Tigers,Northampton Saints,21,27
2017,14-Apr-18,Wasps,Worcester Warriors,30,15
2017,15-Apr-18,London Irish,Exeter Chiefs,5,45
2017,15-Apr-18,Saracens,Bath,41,6
2017,27-Apr-18,Leicester Tigers,Newcastle Falcons,23,25
2017,28-Apr-18,Exeter Chiefs,Sale Sharks,34,19
2017,28-Apr-18,Gloucester,Bath,20,43
2017,28-Apr-18,Worcester Warriors,Harlequins,44,13
2017,29-Apr-18,London Irish,Saracens,14,51
2017,29-Apr-18,Wasps,Northampton Saints,36,29
2017,5-May-18,Bath,London Irish,63,19
2017,5-May-18,Harlequins,Exeter Chiefs,17,41
2017,5-May-18,Newcastle Falcons,Wasps,22,39
2017,5-May-18,Northampton Saints,Worcester Warriors,32,24
2017,5-May-18,Sale Sharks,Leicester Tigers,13,35
2017,5-May-18,Saracens,Gloucester,62,12
2017,19-May-18,Saracens,Wasps,57,33
2017,19-May-18,Exeter Chiefs,Newcastle Falcons,36,5
2017,26-May-18,Exeter Chiefs,Saracens,10,27
2018,31-Aug-18,Bristol,Bath,17,10
2018,1-Sep-18,Gloucester,Northampton Saints,27,16
2018,1-Sep-18,Harlequins,Sale Sharks,51,23
2018,1-Sep-18,Worcester Warriors,Wasps,20,21
2018,1-Sep-18,Exeter Chiefs,Leicester Tigers,40,6
2018,2-Sep-18,Newcastle Falcons,Saracens,21,32
2018,7-Sep-18,Northampton Saints,Harlequins,25,18
2018,8-Sep-18,Wasps,Exeter Chiefs,31,42
2018,8-Sep-18,Leicester Tigers,Newcastle Falcons,49,33
2018,8-Sep-18,Saracens,Bristol,44,23
2018,8-Sep-18,Bath,Gloucester,31,31
2018,9-Sep-18,Sale Sharks,Worcester Warriors,21,15
2018,14-Sep-18,Gloucester,Bristol,35,13
2018,15-Sep-18,Exeter Chiefs,Sale Sharks,35,18
2018,15-Sep-18,Harlequins,Bath,32,37
2018,15-Sep-18,Northampton Saints,Saracens,27,38
2018,15-Sep-18,Worcester Warriors,Newcastle Falcons,20,23
2018,16-Sep-18,Wasps,Leicester Tigers,41,35
2018,21-Sep-18,Newcastle Falcons,Exeter Chiefs,17,24
2018,22-Sep-18,Sale Sharks,Wasps,13,31
2018,22-Sep-18,Bristol,Harlequins,20,13
2018,22-Sep-18,Bath,Northampton Saints,17,15
2018,23-Sep-18,Leicester Tigers,Worcester Warriors,37,44
2018,23-Sep-18,Saracens,Gloucester,38,15
2018,28-Sep-18,Newcastle Falcons,Wasps,22,23
2018,29-Sep-18,Bristol,Northampton Saints,40,45
2018,29-Sep-18,Exeter Chiefs,Worcester Warriors,28,11
2018,29-Sep-18,Gloucester,Harlequins,25,27
2018,29-Sep-18,Saracens,Bath,50,27
2018,30-Sep-18,Leicester Tigers,Sale Sharks,19,15
2018,5-Oct-18,Bath,Exeter Chiefs,24,39
2018,6-Oct-18,Northampton Saints,Leicester Tigers,15,23
2018,6-Oct-18,Sale Sharks,Newcastle Falcons,20,7
2018,6-Oct-18,Wasps,Gloucester,21,35
2018,6-Oct-18,Harlequins,Saracens,20,25
2018,7-Oct-18,Worcester Warriors,Bristol,52,7
2018,16-Nov-18,Gloucester,Leicester Tigers,36,13
2018,16-Nov-18,Harlequins,Newcastle Falcons,20,7
2018,17-Nov-18,Bath,Worcester Warriors,28,13
2018,17-Nov-18,Northampton Saints,Wasps,36,17
2018,17-Nov-18,Saracens,Sale Sharks,31,25
2018,18-Nov-18,Bristol,Exeter Chiefs,29,31
2018,23-Nov-18,Newcastle Falcons,Bath,16,8
2018,23-Nov-18,Worcester Warriors,Harlequins,20,13
2018,24-Nov-18,Exeter Chiefs,Gloucester,23,6
2018,24-Nov-18,Sale Sharks,Northampton Saints,18,13
2018,24-Nov-18,Wasps,Bristol,32,28
2018,25-Nov-18,Leicester Tigers,Saracens,22,27
2018,30-Nov-18,Harlequins,Exeter Chiefs,28,26
2018,1-Dec-18,Bristol,Leicester Tigers,41,10
2018,1-Dec-18,Gloucester,Worcester Warriors,36,16
2018,1-Dec-18,Northampton Saints,Newcastle Falcons,14,16
2018,1-Dec-18,Saracens,Wasps,29,6
2018,2-Dec-18,Bath,Sale Sharks,7,7
2018,21-Dec-18,Worcester Warriors,Northampton Saints,6,32
2018,22-Dec-18,Leicester Tigers,Harlequins,35,24
2018,22-Dec-18,Exeter Chiefs,Saracens,31,13
2018,22-Dec-18,Sale Sharks,Bristol,27,10
2018,23-Dec-18,Wasps,Bath,14,24
2018,23-Dec-18,Newcastle Falcons,Gloucester,17,20
2018,28-Dec-18,Northampton Saints,Exeter Chiefs,31,28
2018,29-Dec-18,Gloucester,Sale Sharks,15,30
2018,29-Dec-18,Saracens,Worcester Warriors,25,17
2018,29-Dec-18,Harlequins,Wasps,20,13
2018,30-Dec-18,Bristol,Newcastle Falcons,35,28
2018,30-Dec-18,Bath,Leicester Tigers,23,16
2018,4-Jan-19,Sale Sharks,Saracens,24,18
2018,5-Jan-19,Worcester Warriors,Bath,21,19
2018,5-Jan-19,Newcastle Falcons,Harlequins,17,38
2018,5-Jan-19,Exeter Chiefs,Bristol,14,9
2018,5-Jan-19,Leicester Tigers,Gloucester,34,16
2018,6-Jan-19,Wasps,Northampton Saints,27,16
2018,15-Feb-19,Gloucester,Exeter Chiefs,24,17
2018,15-Feb-19,Bristol,Wasps,22,29
2018,16-Feb-19,Northampton Saints,Sale Sharks,67,17
2018,16-Feb-19,Bath,Newcastle Falcons,30,13
2018,16-Feb-19,Harlequins,Worcester Warriors,47,33
2018,16-Feb-19,Saracens,Leicester Tigers,33,10
2018,22-Feb-19,Gloucester,Saracens,30,24
2018,23-Feb-19,Harlequins,Bristol,36,26
2018,23-Feb-19,Wasps,Sale Sharks,18,24
2018,23-Feb-19,Exeter Chiefs,Newcastle Falcons,35,17
2018,23-Feb-19,Northampton Saints,Bath,27,26
2018,24-Feb-19,Worcester Warriors,Leicester Tigers,17,13
2018,1-Mar-19,Bristol,Gloucester,28,24
2018,2-Mar-19,Bath,Harlequins,29,31
2018,2-Mar-19,Leicester Tigers,Wasps,19,14
2018,2-Mar-19,Sale Sharks,Exeter Chiefs,14,20
2018,2-Mar-19,Saracens,Northampton Saints,36,17
2018,3-Mar-19,Newcastle Falcons,Worcester Warriors,17,6
2018,8-Mar-19,Bath,Saracens,18,9
2018,8-Mar-19,Sale Sharks,Leicester Tigers,32,5
2018,9-Mar-19,Wasps,Newcastle Falcons,19,20
2018,9-Mar-19,Northampton Saints,Bristol,24,26
2018,9-Mar-19,Worcester Warriors,Exeter Chiefs,30,33
2018,10-Mar-19,Harlequins,Gloucester,7,29
2018,22-Mar-19,Leicester Tigers,Northampton Saints,15,29
2018,23-Mar-19,Bristol,Worcester Warriors,25,27
2018,23-Mar-19,Gloucester,Wasps,27,14
2018,23-Mar-19,Saracens,Harlequins,27,20
2018,23-Mar-19,Newcastle Falcons,Sale Sharks,22,17
2018,24-Mar-19,Exeter Chiefs,Bath,29,10
2018,5-Apr-19,Sale Sharks,Harlequins,28,17
2018,6-Apr-19,Bath,Bristol,26,19
2018,6-Apr-19,Saracens,Newcastle Falcons,26,12
2018,6-Apr-19,Wasps,Worcester Warriors,28,16
2018,6-Apr-19,Leicester Tigers,Exeter Chiefs,20,52
2018,7-Apr-19,Northampton Saints,Gloucester,31,40
2018,12-Apr-19,Newcastle Falcons,Leicester Tigers,22,27
2018,13-Apr-19,Gloucester,Bath,27,23
2018,13-Apr-19,Harlequins,Northampton Saints,19,20
2018,13-Apr-19,Worcester Warriors,Sale Sharks,39,17
2018,13-Apr-19,Bristol,Saracens,23,21
2018,14-Apr-19,Exeter Chiefs,Wasps,19,26
2018,26-Apr-19,Newcastle Falcons,Northampton Saints,17,31
2018,26-Apr-19,Sale Sharks,Bath,6,3
2018,27-Apr-19,Exeter Chiefs,Harlequins,17,15
2018,27-Apr-19,Leicester Tigers,Bristol,20,23
2018,27-Apr-19,Wasps,Saracens,14,31
2018,28-Apr-19,Worcester Warriors,Gloucester,27,20
2018,3-May-19,Bristol,Sale Sharks,20,20
2018,3-May-19,Harlequins,Leicester Tigers,23,19
2018,4-May-19,Gloucester,Newcastle Falcons,28,19
2018,4-May-19,Northampton Saints,Worcester Warriors,38,10
2018,4-May-19,Saracens,Exeter Chiefs,38,7
2018,5-May-19,Bath,Wasps,29,17
2018,18-May-19,Exeter Chiefs,Northampton Saints,40,21
2018,18-May-19,Leicester Tigers,Bath,31,32
2018,18-May-19,Newcastle Falcons,Bristol,12,19
2018,18-May-19,Sale Sharks,Gloucester,46,41
2018,18-May-19,Wasps,Harlequins,27,25
2018,18-May-19,Worcester Warriors,Saracens,31,29
2018,25-May-19,Saracens,Gloucester,44,19
2018,25-May-19,Exeter Chiefs,Northampton Saints,42,12
2018,1-Jun-19,Exeter Chiefs,Saracens,34,37
