season,date,home,away,hscore,ascore
1997,23-Aug-97,Bath,Newcastle Falcons,13,20
1997,23-Aug-97,Gloucester,Bristol,35,13
1997,23-Aug-97,Northampton Saints,Harlequins,23,26
1997,23-Aug-97,Richmond,London Irish,32,12
1997,24-Aug-97,Sale Sharks,Saracens,10,19
1997,30-Aug-97,Harlequins,Bath,20,27
1997,30-Aug-97,Bristol,Wasps,21,38
1997,30-Aug-97,Leicester Tigers,Gloucester,33,16
1997,30-Aug-97,London Irish,Sale Sharks,20,26
1997,8-Oct-97,Newcastle Falcons,Northampton Saints,37,12
1997,8-Oct-97,Saracens,Richmond,15,9
1997,18-Oct-97,Richmond,Harlequins,37,16
1997,18-Oct-97,Bath,Bristol,44,15
1997,18-Oct-97,Northampton Saints,Leicester Tigers,25,6
1997,18-Oct-97,Sale Sharks,Newcastle Falcons,26,33
1997,19-Oct-97,Wasps,Saracens,15,19
1997,19-Oct-97,Gloucester,London Irish,29,7
1997,25-Oct-97,Leicester Tigers,Bath,33,22
1997,25-Oct-97,Harlequins,Sale Sharks,52,41
1997,26-Oct-97,Bristol,Northampton Saints,22,15
1997,26-Oct-97,London Irish,Wasps,22,17
1997,26-Oct-97,Newcastle Falcons,Richmond,18,12
1997,26-Oct-97,Saracens,Gloucester,42,24
1997,1-Nov-97,Bath,Richmond,47,31
1997,1-Nov-97,London Irish,Newcastle Falcons,19,35
1997,2-Nov-97,Gloucester,Harlequins,16,17
1997,2-Nov-97,Wasps,Sale Sharks,22,38
1997,2-Nov-97,Saracens,Bristol,31,9
1997,8-Nov-97,Northampton Saints,Saracens,13,19
1997,9-Nov-97,Sale Sharks,Bristol,76,0
1997,13-Dec-97,Leicester Tigers,Sale Sharks,55,15
1997,13-Dec-97,Bristol,Richmond,12,13
1997,13-Dec-97,London Irish,Northampton Saints,10,51
1997,13-Dec-97,Harlequins,Wasps,53,17
1997,14-Dec-97,Newcastle Falcons,Gloucester,37,27
1997,14-Dec-97,Saracens,Bath,50,23
1997,16-Dec-97,Richmond,Leicester Tigers,32,15
1997,20-Dec-97,Leicester Tigers,Harlequins,27,3
1997,21-Dec-97,Richmond,Northampton Saints,21,24
1997,26-Dec-97,Saracens,Leicester Tigers,21,22
1997,27-Dec-97,Bristol,Newcastle Falcons,8,50
1997,27-Dec-97,Gloucester,Richmond,26,20
1997,27-Dec-97,Harlequins,London Irish,26,24
1997,27-Dec-97,Northampton Saints,Wasps,18,10
1997,27-Dec-97,Sale Sharks,Bath,11,13
1997,30-Dec-97,Bath,Northampton Saints,26,3
1997,30-Dec-97,London Irish,Saracens,10,25
1997,30-Dec-97,Wasps,Richmond,22,18
1997,30-Dec-97,Sale Sharks,Gloucester,24,24
1997,30-Dec-97,Leicester Tigers,Newcastle Falcons,19,25
1997,31-Dec-97,Harlequins,Bristol,38,40
1997,10-Jan-98,Northampton Saints,Sale Sharks,33,14
1997,11-Jan-98,Wasps,Gloucester,26,20
1997,11-Jan-98,Newcastle Falcons,London Irish,46,13
1997,11-Jan-98,Saracens,Harlequins,25,16
1997,17-Jan-98,Leicester Tigers,Wasps,45,21
1997,17-Jan-98,London Irish,Richmond,14,45
1997,18-Jan-98,Bristol,Gloucester,13,14
1997,18-Jan-98,Harlequins,Northampton Saints,5,30
1997,31-Jan-98,Richmond,Saracens,10,15
1997,31-Jan-98,Northampton Saints,Newcastle Falcons,17,21
1997,1-Feb-98,Gloucester,Leicester Tigers,32,25
1997,1-Feb-98,Wasps,Bristol,32,18
1997,1-Feb-98,Sale Sharks,London Irish,41,16
1997,11-Feb-98,Bath,Gloucester,47,3
1997,14-Feb-98,Gloucester,Northampton Saints,20,15
1997,14-Feb-98,Bath,Wasps,43,27
1997,14-Feb-98,Bristol,Saracens,20,37
1997,14-Feb-98,Leicester Tigers,London Irish,34,19
1997,15-Feb-98,Newcastle Falcons,Harlequins,43,15
1997,15-Feb-98,Richmond,Sale Sharks,20,28
1997,20-Feb-98,London Irish,Bristol,38,23
1997,24-Feb-98,Saracens,Sale Sharks,42,20
1997,28-Feb-98,Bath,Harlequins,39,13
1997,28-Feb-98,Bristol,Leicester Tigers,24,27
1997,7-Mar-98,Leicester Tigers,Northampton Saints,15,15
1997,7-Mar-98,Harlequins,Richmond,41,12
1997,8-Mar-98,Bristol,Bath,16,22
1997,8-Mar-98,Saracens,Wasps,33,27
1997,10-Mar-98,Newcastle Falcons,Sale Sharks,23,18
1997,11-Mar-98,Gloucester,Wasps,22,15
1997,14-Mar-98,Bath,Leicester Tigers,16,5
1997,14-Mar-98,Northampton Saints,Bristol,35,12
1997,14-Mar-98,Richmond,Newcastle Falcons,30,17
1997,14-Mar-98,Sale Sharks,Harlequins,23,13
1997,15-Mar-98,Gloucester,Saracens,38,15
1997,15-Mar-98,Wasps,London Irish,19,38
1997,24-Mar-98,London Irish,Gloucester,23,19
1997,25-Mar-98,Newcastle Falcons,Saracens,30,25
1997,28-Mar-98,Leicester Tigers,Richmond,42,19
1997,28-Mar-98,London Irish,Bath,35,49
1997,29-Mar-98,Harlequins,Gloucester,36,16
1997,7-Apr-98,Newcastle Falcons,Wasps,20,13
1997,10-Apr-98,Bath,Saracens,13,29
1997,10-Apr-98,Richmond,Bristol,43,3
1997,11-Apr-98,Gloucester,Newcastle Falcons,27,29
1997,11-Apr-98,Sale Sharks,Leicester Tigers,35,21
1997,12-Apr-98,Wasps,Harlequins,29,26
1997,13-Apr-98,Richmond,Bath,32,14
1997,15-Apr-98,Bristol,Sale Sharks,15,25
1997,18-Apr-98,Harlequins,Leicester Tigers,14,23
1997,18-Apr-98,Gloucester,Bath,27,17
1997,18-Apr-98,Northampton Saints,Richmond,39,47
1997,18-Apr-98,Sale Sharks,Wasps,28,28
1997,19-Apr-98,Bristol,London Irish,5,17
1997,19-Apr-98,Saracens,Newcastle Falcons,12,10
1997,22-Apr-98,Northampton Saints,London Irish,33,18
1997,22-Apr-98,Wasps,Newcastle Falcons,18,17
1997,25-Apr-98,Leicester Tigers,Saracens,10,10
1997,25-Apr-98,Bath,Sale Sharks,19,29
1997,25-Apr-98,London Irish,Harlequins,62,14
1997,25-Apr-98,Richmond,Gloucester,33,22
1997,26-Apr-98,Wasps,Northampton Saints,31,15
1997,26-Apr-98,Newcastle Falcons,Bristol,43,18
1997,28-Apr-98,Bath,London Irish,20,3
1997,29-Apr-98,Harlequins,Saracens,26,28
1997,29-Apr-98,Wasps,Leicester Tigers,17,13
1997,2-May-98,Gloucester,Sale Sharks,31,19
1997,2-May-98,Northampton Saints,Bath,16,15
1997,2-May-98,Richmond,Wasps,51,29
1997,3-May-98,Bristol,Harlequins,19,26
1997,3-May-98,Saracens,London Irish,29,21
1997,4-May-98,Newcastle Falcons,Leicester Tigers,27,10
1997,10-May-98,Leicester Tigers,Bristol,34,25
1997,10-May-98,Sale Sharks,Northampton Saints,30,19
1997,11-May-98,Newcastle Falcons,Bath,20,15
1997,14-May-98,Saracens,Northampton Saints,43,20
1997,17-May-98,Harlequins,Newcastle Falcons,20,44
1997,17-May-98,London Irish,Leicester Tigers,16,55
1997,17-May-98,Wasps,Bath,17,31
1997,17-May-98,Northampton Saints,Gloucester,22,24
1997,17-May-98,Sale Sharks,Richmond,28,40
1998,5-Sep-98,Richmond,Newcastle Falcons,41,29
1998,5-Sep-98,Bath,Wasps,36,27
1998,5-Sep-98,Gloucester,London Irish,29,22
1998,5-Sep-98,Leicester Tigers,Harlequins,49,15
1998,5-Sep-98,London Scottish,Sale Sharks,25,20
1998,6-Sep-98,Saracens,Northampton Saints,34,7
1998,12-Sep-98,Newcastle Falcons,Bath,19,17
1998,12-Sep-98,London Scottish,Leicester Tigers,3,38
1998,12-Sep-98,Northampton Saints,Harlequins,25,6
1998,12-Sep-98,Richmond,Gloucester,22,25
1998,12-Sep-98,Sale Sharks,Bedford Blues,39,21
1998,13-Sep-98,West Hartlepool,London Irish,20,44
1998,19-Sep-98,Leicester Tigers,Northampton Saints,35,25
1998,19-Sep-98,Bath,Richmond,36,14
1998,19-Sep-98,Bedford Blues,London Scottish,24,16
1998,19-Sep-98,London Irish,Wasps,24,36
1998,20-Sep-98,Gloucester,West Hartlepool,36,3
1998,20-Sep-98,Saracens,Sale Sharks,43,26
1998,26-Sep-98,Bedford Blues,Leicester Tigers,23,32
1998,26-Sep-98,Bath,Gloucester,21,16
1998,26-Sep-98,London Scottish,Saracens,20,58
1998,26-Sep-98,Sale Sharks,Harlequins,44,34
1998,27-Sep-98,Wasps,West Hartlepool,71,14
1998,27-Sep-98,Newcastle Falcons,London Irish,21,23
1998,3-Oct-98,Gloucester,Wasps,12,13
1998,3-Oct-98,Bath,Bedford Blues,57,19
1998,3-Oct-98,London Irish,Richmond,29,33
1998,3-Oct-98,Harlequins,London Scottish,22,20
1998,3-Oct-98,Northampton Saints,Sale Sharks,37,17
1998,4-Oct-98,West Hartlepool,Newcastle Falcons,19,24
1998,10-Oct-98,Bath,London Irish,23,20
1998,10-Oct-98,Bedford Blues,Harlequins,35,33
1998,10-Oct-98,Richmond,West Hartlepool,41,23
1998,10-Oct-98,London Scottish,Northampton Saints,22,33
1998,11-Oct-98,Newcastle Falcons,Wasps,27,19
1998,11-Oct-98,Saracens,Leicester Tigers,22,10
1998,17-Oct-98,Harlequins,Saracens,41,28
1998,17-Oct-98,Gloucester,Newcastle Falcons,41,32
1998,17-Oct-98,Leicester Tigers,Sale Sharks,31,15
1998,17-Oct-98,Northampton Saints,Bedford Blues,34,29
1998,17-Oct-98,West Hartlepool,Bath,20,50
1998,18-Oct-98,Wasps,Richmond,22,27
1998,20-Oct-98,London Irish,Leicester Tigers,24,23
1998,20-Oct-98,Harlequins,Gloucester,39,7
1998,20-Oct-98,West Hartlepool,Saracens,3,52
1998,21-Oct-98,Wasps,Bedford Blues,35,19
1998,24-Oct-98,Leicester Tigers,Richmond,27,0
1998,24-Oct-98,Bath,Sale Sharks,27,3
1998,24-Oct-98,Bedford Blues,Newcastle Falcons,22,29
1998,24-Oct-98,London Irish,Northampton Saints,10,26
1998,24-Oct-98,Harlequins,West Hartlepool,25,10
1998,25-Oct-98,Gloucester,London Scottish,29,16
1998,25-Oct-98,Saracens,Wasps,17,31
1998,28-Oct-98,Sale Sharks,Richmond,10,39
1998,31-Oct-98,Newcastle Falcons,Saracens,43,12
1998,31-Oct-98,London Scottish,Bath,13,11
1998,31-Oct-98,Northampton Saints,Gloucester,22,8
1998,1-Nov-98,Wasps,Harlequins,21,22
1998,1-Nov-98,Richmond,Bedford Blues,38,32
1998,1-Nov-98,West Hartlepool,Leicester Tigers,15,45
1998,7-Nov-98,Leicester Tigers,Bath,36,13
1998,7-Nov-98,Gloucester,Bedford Blues,31,21
1998,7-Nov-98,London Irish,Sale Sharks,25,31
1998,7-Nov-98,Harlequins,Newcastle Falcons,25,20
1998,7-Nov-98,Northampton Saints,Wasps,26,21
1998,8-Nov-98,Saracens,Richmond,33,17
1998,13-Nov-98,Sale Sharks,West Hartlepool,42,26
1998,14-Nov-98,London Scottish,London Irish,17,23
1998,15-Nov-98,Bedford Blues,Saracens,20,25
1998,15-Nov-98,Wasps,Leicester Tigers,45,17
1998,15-Nov-98,Newcastle Falcons,Northampton Saints,45,35
1998,21-Nov-98,Northampton Saints,Richmond,44,27
1998,21-Nov-98,Gloucester,Saracens,28,27
1998,21-Nov-98,London Irish,Bedford Blues,30,19
1998,21-Nov-98,Harlequins,Bath,43,31
1998,22-Nov-98,Wasps,Sale Sharks,32,19
1998,22-Nov-98,West Hartlepool,London Scottish,7,37
1998,12-Dec-98,Sale Sharks,Gloucester,26,10
1998,12-Dec-98,Bath,Northampton Saints,9,15
1998,12-Dec-98,Bedford Blues,West Hartlepool,10,23
1998,12-Dec-98,Leicester Tigers,Newcastle Falcons,31,18
1998,12-Dec-98,London Scottish,Wasps,9,17
1998,13-Dec-98,Saracens,London Irish,40,26
1998,19-Dec-98,Bath,Saracens,11,19
1998,19-Dec-98,Gloucester,Leicester Tigers,18,23
1998,19-Dec-98,London Irish,Harlequins,20,16
1998,19-Dec-98,London Scottish,Richmond,16,28
1998,20-Dec-98,Newcastle Falcons,Sale Sharks,30,15
1998,20-Dec-98,West Hartlepool,Northampton Saints,9,33
1998,26-Dec-98,Leicester Tigers,Bedford Blues,26,0
1998,26-Dec-98,Richmond,London Irish,13,25
1998,27-Dec-98,Wasps,Gloucester,23,9
1998,27-Dec-98,Harlequins,Sale Sharks,17,15
1998,27-Dec-98,Newcastle Falcons,West Hartlepool,29,13
1998,27-Dec-98,Saracens,London Scottish,7,24
1998,2-Jan-99,Gloucester,Bath,23,7
1998,2-Jan-99,London Irish,Newcastle Falcons,16,14
1998,2-Jan-99,London Scottish,Harlequins,24,35
1998,2-Jan-99,Sale Sharks,Northampton Saints,24,39
1998,3-Jan-99,Saracens,Bedford Blues,44,13
1998,3-Jan-99,West Hartlepool,Wasps,21,17
1998,5-Jan-99,London Scottish,Gloucester,24,13
1998,5-Jan-99,Newcastle Falcons,Bedford Blues,34,23
1998,5-Jan-99,Northampton Saints,London Irish,8,32
1998,5-Jan-99,Sale Sharks,Bath,30,32
1998,6-Jan-99,Wasps,Saracens,15,15
1998,16-Jan-99,Leicester Tigers,London Scottish,24,12
1998,16-Jan-99,Bath,Newcastle Falcons,16,11
1998,16-Jan-99,London Irish,West Hartlepool,43,21
1998,16-Jan-99,Harlequins,Northampton Saints,17,24
1998,16-Jan-99,Gloucester,Richmond,24,24
1998,23-Jan-99,Harlequins,London Irish,17,22
1998,23-Jan-99,Leicester Tigers,Gloucester,23,16
1998,23-Jan-99,Bedford Blues,Bath,17,30
1998,23-Jan-99,Northampton Saints,West Hartlepool,19,14
1998,23-Jan-99,Richmond,London Scottish,40,22
1998,23-Jan-99,Sale Sharks,Newcastle Falcons,20,28
1998,26-Jan-99,Richmond,Leicester Tigers,11,23
1998,6-Feb-99,Harlequins,Leicester Tigers,9,34
1998,6-Feb-99,Northampton Saints,Saracens,18,21
1998,6-Feb-99,Sale Sharks,London Scottish,7,23
1998,7-Feb-99,Wasps,Bath,35,0
1998,7-Feb-99,London Irish,Gloucester,42,20
1998,13-Feb-99,Leicester Tigers,London Irish,31,10
1998,13-Feb-99,Bedford Blues,Wasps,25,23
1998,13-Feb-99,Gloucester,Harlequins,20,31
1998,13-Feb-99,London Scottish,Newcastle Falcons,27,17
1998,14-Feb-99,Richmond,Sale Sharks,29,24
1998,14-Feb-99,Saracens,West Hartlepool,48,27
1998,27-Feb-99,Bedford Blues,Sale Sharks,7,18
1998,13-Mar-99,London Scottish,Bedford Blues,15,24
1998,13-Mar-99,Richmond,Bath,23,30
1998,13-Mar-99,Sale Sharks,Saracens,32,24
1998,13-Mar-99,Northampton Saints,Leicester Tigers,15,22
1998,14-Mar-99,Wasps,London Irish,38,27
1998,14-Mar-99,West Hartlepool,Gloucester,33,32
1998,27-Mar-99,Bedford Blues,Gloucester,19,15
1998,27-Mar-99,Leicester Tigers,Wasps,16,6
1998,27-Mar-99,London Irish,London Scottish,35,12
1998,27-Mar-99,Harlequins,Richmond,32,32
1998,27-Mar-99,Northampton Saints,Newcastle Falcons,57,16
1998,28-Mar-99,Saracens,Bath,14,33
1998,28-Mar-99,West Hartlepool,Sale Sharks,33,33
1998,31-Mar-99,Newcastle Falcons,London Scottish,43,20
1998,3-Apr-99,Bath,Leicester Tigers,24,16
1998,3-Apr-99,Sale Sharks,London Irish,30,27
1998,13-Apr-99,Wasps,Northampton Saints,15,24
1998,17-Apr-99,Leicester Tigers,Saracens,25,18
1998,17-Apr-99,London Irish,Bath,47,22
1998,17-Apr-99,Harlequins,Bedford Blues,29,16
1998,17-Apr-99,Northampton Saints,London Scottish,44,13
1998,18-Apr-99,Wasps,Newcastle Falcons,34,33
1998,18-Apr-99,West Hartlepool,Richmond,35,36
1998,21-Apr-99,Newcastle Falcons,Richmond,47,14
1998,21-Apr-99,West Hartlepool,Harlequins,37,47
1998,24-Apr-99,Bath,West Hartlepool,56,24
1998,24-Apr-99,Bedford Blues,Northampton Saints,31,42
1998,24-Apr-99,Sale Sharks,Leicester Tigers,17,41
1998,25-Apr-99,Newcastle Falcons,Gloucester,39,15
1998,25-Apr-99,Richmond,Wasps,5,29
1998,25-Apr-99,Saracens,Harlequins,30,38
1998,1-May-99,Gloucester,Sale Sharks,24,34
1998,1-May-99,London Irish,Saracens,21,26
1998,1-May-99,Northampton Saints,Bath,40,17
1998,2-May-99,Wasps,London Scottish,45,22
1998,2-May-99,Newcastle Falcons,Leicester Tigers,12,21
1998,2-May-99,West Hartlepool,Bedford Blues,0,39
1998,3-May-99,Richmond,Harlequins,23,30
1998,7-May-99,Saracens,Gloucester,26,10
1998,8-May-99,Bath,Harlequins,13,17
1998,8-May-99,Bedford Blues,London Irish,21,36
1998,8-May-99,London Scottish,West Hartlepool,26,14
1998,8-May-99,Richmond,Northampton Saints,19,31
1998,8-May-99,Sale Sharks,Wasps,13,27
1998,11-May-99,Newcastle Falcons,Harlequins,33,23
1998,12-May-99,Richmond,Saracens,18,25
1998,15-May-99,Bath,London Scottish,76,13
1998,16-May-99,Bedford Blues,Richmond,12,106
1998,16-May-99,Gloucester,Northampton Saints,43,31
1998,16-May-99,Leicester Tigers,West Hartlepool,72,37
1998,19-May-99,Harlequins,Wasps,27,20
1998,20-May-99,Saracens,Newcastle Falcons,40,26
1999,10-Sep-99,Bristol,Bedford Blues,40,25
1999,11-Sep-99,Gloucester,Newcastle Falcons,31,16
1999,11-Sep-99,Harlequins,Bath,10,30
1999,11-Sep-99,Northampton Saints,Leicester Tigers,46,24
1999,11-Sep-99,Sale Sharks,Wasps,16,8
1999,12-Sep-99,Saracens,London Irish,23,28
1999,25-Sep-99,Bath,Northampton Saints,33,13
1999,25-Sep-99,Bedford Blues,London Irish,8,27
1999,25-Sep-99,Leicester Tigers,Sale Sharks,18,3
1999,25-Sep-99,Harlequins,Saracens,33,24
1999,26-Sep-99,Wasps,Gloucester,30,26
1999,26-Sep-99,Newcastle Falcons,Bristol,32,37
1999,1-Oct-99,Gloucester,Leicester Tigers,34,6
1999,1-Oct-99,Bristol,Wasps,20,13
1999,1-Oct-99,Saracens,Bedford Blues,39,15
1999,2-Oct-99,Northampton Saints,Harlequins,29,27
1999,2-Oct-99,Sale Sharks,Bath,28,22
1999,3-Oct-99,London Irish,Newcastle Falcons,56,8
1999,9-Oct-99,Northampton Saints,Saracens,8,32
1999,10-Oct-99,Wasps,London Irish,43,20
1999,10-Oct-99,Harlequins,Sale Sharks,3,10
1999,10-Oct-99,Bath,Gloucester,33,20
1999,15-Oct-99,Gloucester,Harlequins,24,23
1999,16-Oct-99,Bristol,Bath,31,31
1999,16-Oct-99,London Irish,Leicester Tigers,30,31
1999,17-Oct-99,Sale Sharks,Northampton Saints,9,13
1999,17-Oct-99,Saracens,Newcastle Falcons,55,6
1999,23-Oct-99,Leicester Tigers,Bristol,36,19
1999,28-Oct-99,Harlequins,Bristol,36,20
1999,29-Oct-99,Sale Sharks,Saracens,12,58
1999,30-Oct-99,Bath,London Irish,25,25
1999,30-Oct-99,Leicester Tigers,Bedford Blues,61,12
1999,30-Oct-99,Northampton Saints,Gloucester,9,25
1999,30-Oct-99,Wasps,Newcastle Falcons,19,19
1999,5-Nov-99,Gloucester,Sale Sharks,35,14
1999,5-Nov-99,Newcastle Falcons,Leicester Tigers,12,12
1999,5-Nov-99,Bristol,Northampton Saints,19,29
1999,6-Nov-99,Bedford Blues,Bath,24,28
1999,7-Nov-99,Saracens,Wasps,27,26
1999,7-Nov-99,London Irish,Harlequins,16,17
1999,13-Nov-99,Bath,Newcastle Falcons,45,12
1999,13-Nov-99,Leicester Tigers,Wasps,28,9
1999,13-Nov-99,Harlequins,Bedford Blues,11,10
1999,13-Nov-99,Northampton Saints,London Irish,24,19
1999,13-Nov-99,Sale Sharks,Bristol,15,40
1999,14-Nov-99,Gloucester,Saracens,22,19
1999,4-Dec-99,Bedford Blues,Northampton Saints,17,41
1999,4-Dec-99,Bristol,Gloucester,25,38
1999,4-Dec-99,London Irish,Sale Sharks,26,3
1999,5-Dec-99,Wasps,Bath,23,21
1999,5-Dec-99,Newcastle Falcons,Harlequins,15,16
1999,5-Dec-99,Saracens,Leicester Tigers,36,20
1999,23-Dec-99,Harlequins,Wasps,16,52
1999,26-Dec-99,Bath,Leicester Tigers,3,13
1999,26-Dec-99,Gloucester,London Irish,40,15
1999,26-Dec-99,Northampton Saints,Newcastle Falcons,37,5
1999,26-Dec-99,Sale Sharks,Bedford Blues,22,3
1999,27-Dec-99,Bristol,Saracens,45,22
1999,29-Dec-99,Leicester Tigers,Harlequins,29,17
1999,29-Dec-99,London Irish,Bristol,35,21
1999,29-Dec-99,Newcastle Falcons,Sale Sharks,12,6
1999,29-Dec-99,Wasps,Northampton Saints,15,21
1999,30-Dec-99,Bedford Blues,Gloucester,6,18
1999,30-Dec-99,Saracens,Bath,19,6
1999,22-Jan-00,Gloucester,Bristol,29,23
1999,22-Jan-00,Bath,Wasps,27,16
1999,22-Jan-00,Leicester Tigers,Saracens,48,20
1999,22-Jan-00,Harlequins,Newcastle Falcons,12,15
1999,22-Jan-00,Northampton Saints,Bedford Blues,38,16
1999,23-Jan-00,Sale Sharks,London Irish,24,31
1999,25-Jan-00,Bedford Blues,Harlequins,25,28
1999,25-Jan-00,Newcastle Falcons,Bath,16,20
1999,25-Jan-00,Saracens,Gloucester,35,21
1999,25-Jan-00,Wasps,Leicester Tigers,20,29
1999,26-Jan-00,London Irish,Northampton Saints,20,44
1999,12-Feb-00,Northampton Saints,Bristol,19,23
1999,12-Feb-00,Bath,Bedford Blues,32,22
1999,12-Feb-00,Leicester Tigers,Newcastle Falcons,34,26
1999,12-Feb-00,Harlequins,London Irish,14,39
1999,12-Feb-00,Sale Sharks,Gloucester,13,31
1999,13-Feb-00,Wasps,Saracens,41,17
1999,27-Feb-00,Newcastle Falcons,Bedford Blues,23,20
1999,8-Mar-00,Bristol,Sale Sharks,35,16
1999,11-Mar-00,Gloucester,Northampton Saints,11,35
1999,11-Mar-00,Bedford Blues,Leicester Tigers,22,32
1999,11-Mar-00,Bristol,Harlequins,42,39
1999,11-Mar-00,London Irish,Bath,16,64
1999,12-Mar-00,Newcastle Falcons,Wasps,8,34
1999,12-Mar-00,Saracens,Sale Sharks,56,28
1999,25-Mar-00,Bath,Bristol,39,13
1999,25-Mar-00,Leicester Tigers,London Irish,41,16
1999,25-Mar-00,Harlequins,Gloucester,24,38
1999,25-Mar-00,Northampton Saints,Sale Sharks,26,7
1999,26-Mar-00,Wasps,Bedford Blues,62,8
1999,26-Mar-00,Newcastle Falcons,Saracens,15,6
1999,8-Apr-00,Bedford Blues,Newcastle Falcons,32,22
1999,8-Apr-00,Gloucester,Bath,16,36
1999,8-Apr-00,Sale Sharks,Harlequins,36,20
1999,15-Apr-00,Bath,Sale Sharks,36,6
1999,16-Apr-00,Bedford Blues,Saracens,29,57
1999,18-Apr-00,Newcastle Falcons,London Irish,28,23
1999,18-Apr-00,Leicester Tigers,Gloucester,24,13
1999,19-Apr-00,Harlequins,Northampton Saints,29,17
1999,19-Apr-00,Wasps,Bristol,25,31
1999,22-Apr-00,Gloucester,Wasps,26,12
1999,22-Apr-00,London Irish,Bedford Blues,33,23
1999,22-Apr-00,Northampton Saints,Bath,13,17
1999,22-Apr-00,Sale Sharks,Leicester Tigers,13,48
1999,23-Apr-00,Bristol,Newcastle Falcons,30,11
1999,24-Apr-00,Saracens,Harlequins,50,10
1999,26-Apr-00,Bedford Blues,Wasps,7,21
1999,29-Apr-00,Bath,Harlequins,77,19
1999,29-Apr-00,Bedford Blues,Bristol,19,57
1999,29-Apr-00,Leicester Tigers,Northampton Saints,26,21
1999,29-Apr-00,London Irish,Saracens,27,41
1999,30-Apr-00,Wasps,Sale Sharks,58,5
1999,30-Apr-00,Newcastle Falcons,Gloucester,36,28
1999,6-May-00,Bath,Saracens,40,27
1999,6-May-00,Gloucester,Bedford Blues,60,16
1999,6-May-00,Harlequins,Leicester Tigers,5,54
1999,6-May-00,Sale Sharks,Newcastle Falcons,45,17
1999,9-May-00,Northampton Saints,Wasps,12,54
1999,10-May-00,Bristol,London Irish,28,26
1999,14-May-00,Bedford Blues,Sale Sharks,37,50
1999,14-May-00,Bristol,Leicester Tigers,23,30
1999,17-May-00,London Irish,Wasps,45,24
1999,17-May-00,Saracens,Northampton Saints,29,24
1999,20-May-00,London Irish,Gloucester,40,42
1999,21-May-00,Leicester Tigers,Bath,43,25
1999,21-May-00,Wasps,Harlequins,35,32
1999,21-May-00,Newcastle Falcons,Northampton Saints,23,32
1999,21-May-00,Saracens,Bristol,37,10
2000,19-Aug-00,Wasps,Leicester Tigers,22,24
2000,19-Aug-00,Harlequins,London Irish,16,22
2000,19-Aug-00,Sale Sharks,Bath,33,32
2000,20-Aug-00,Newcastle Falcons,Northampton Saints,27,21
2000,20-Aug-00,Rotherham Titans,Bristol,20,23
2000,20-Aug-00,Saracens,Gloucester,50,20
2000,26-Aug-00,Bristol,Saracens,23,34
2000,26-Aug-00,Gloucester,Sale Sharks,18,19
2000,26-Aug-00,Harlequins,Rotherham Titans,26,13
2000,26-Aug-00,Northampton Saints,London Irish,27,10
2000,27-Aug-00,Newcastle Falcons,Leicester Tigers,22,25
2000,27-Aug-00,Wasps,Bath,12,36
2000,2-Sep-00,Leicester Tigers,Northampton Saints,33,19
2000,2-Sep-00,Bath,Harlequins,38,22
2000,2-Sep-00,London Irish,Saracens,27,22
2000,2-Sep-00,Rotherham Titans,Gloucester,23,29
2000,2-Sep-00,Sale Sharks,Newcastle Falcons,13,27
2000,3-Sep-00,Wasps,Bristol,23,17
2000,6-Sep-00,Bristol,Sale Sharks,13,36
2000,6-Sep-00,Newcastle Falcons,Gloucester,18,19
2000,6-Sep-00,Northampton Saints,Harlequins,27,20
2000,6-Sep-00,Leicester Tigers,Rotherham Titans,26,18
2000,6-Sep-00,Saracens,Wasps,24,30
2000,9-Sep-00,Gloucester,Bath,21,22
2000,9-Sep-00,Harlequins,Wasps,18,31
2000,9-Sep-00,Sale Sharks,Northampton Saints,34,23
2000,10-Sep-00,Newcastle Falcons,Rotherham Titans,34,19
2000,10-Sep-00,Bristol,London Irish,26,30
2000,10-Sep-00,Saracens,Leicester Tigers,17,9
2000,16-Sep-00,Bath,Newcastle Falcons,19,12
2000,16-Sep-00,Harlequins,Bristol,31,25
2000,16-Sep-00,Leicester Tigers,London Irish,33,20
2000,16-Sep-00,Rotherham Titans,Northampton Saints,19,32
2000,16-Sep-00,Sale Sharks,Saracens,6,51
2000,17-Sep-00,Wasps,Gloucester,43,23
2000,23-Sep-00,Newcastle Falcons,Wasps,59,21
2000,23-Sep-00,Bristol,Leicester Tigers,24,20
2000,23-Sep-00,Gloucester,Harlequins,27,23
2000,23-Sep-00,Northampton Saints,Bath,24,13
2000,24-Sep-00,London Irish,Sale Sharks,28,13
2000,24-Sep-00,Saracens,Rotherham Titans,59,5
2000,30-Sep-00,Bath,Saracens,21,33
2000,30-Sep-00,Gloucester,Bristol,38,16
2000,30-Sep-00,Harlequins,Newcastle Falcons,18,20
2000,30-Sep-00,Rotherham Titans,London Irish,19,18
2000,30-Sep-00,Sale Sharks,Leicester Tigers,17,17
2000,1-Oct-00,Wasps,Northampton Saints,53,17
2000,18-Nov-00,Bristol,Rotherham Titans,32,21
2000,18-Nov-00,Gloucester,Saracens,16,15
2000,18-Nov-00,Leicester Tigers,Wasps,28,13
2000,18-Nov-00,Northampton Saints,Newcastle Falcons,26,18
2000,19-Nov-00,Bath,Sale Sharks,34,32
2000,19-Nov-00,London Irish,Harlequins,21,16
2000,24-Nov-00,Harlequins,Leicester Tigers,13,16
2000,25-Nov-00,Gloucester,London Irish,26,6
